hisco,en_text,hisclass,hisclass_5,socpo,hiscam
95920,Building Maintenance Man,9,3,3,53.13
95925,Paperhanger,9,3,3,63.56
95930,Carpet Planner,9,3,3,53.13
95935,Steeplejack,,,,
95940,Scaffolder,9,3,2,53.84
95945,Demolition Worker,9,3,2,53.13
95950,Pipe Layer,9,3,1,53.13
95955,Well Digger,11,5,1,53.13
95960,Underwater Worker,7,3,3,53.13
95970,Composition Tile Layer,,,,
95975,Building Exterior Cleaner,,,,
95990,Other Construction Workers,9,3,3,66.98
96000,Stationary Engine and Related Equipment Operators,,,,
96100,PowerGenerating Machinery Operators,7,3,2,58.13
96120,Steam Power Plant Operator,7,3,2,58.13
96130,Hydroelectric Station Operator,7,3,2,58.13
96140,PowerReactor Operator,,,,
96150,Turbine Operator (Power Station),,,,
96160,PowerSwitchboard Operator,,,,
96170,Load Dispatcher (Electric Power),,,,
96190,Other PowerGenerating Machinery Operators,,,,
96900,Stationary Engine and Related Equipment Operators Not Elsewhere Classified,,,,
96910,"Stationary Engine Operator, General",9,3,2,60.66
96920,Air Compressor Operator,,,,
96925,Gas Compressor Operator,9,3,2,58.36
96930,Boiler Fireman,9,3,2,58.13
96940,PumpingStation Operator,9,3,2,58.13
96950,Water Treatment Plant Operator (Waterworks),9,3,2,58.36
96960,Incinerator Plant Operator,9,3,2,58.13
96970,Refrigeration System Operator,9,3,2,58.13
96980,Heating and Ventilation Equipment Operator,9,3,2,58.13
96990,Other Stationary Engine and Related Equipment Operators,9,3,2,58.13
97000,"Material Handling and Related Equipment Operators, Dockers and Freight Handlers",,,,
97100,Dockers and Freight Handlers,,,,
97120,Docker,11,5,1,55.27
97125,"Loader of Ship, Truck, Wagon or Airplane",11,5,1,49.34
97130,Railway and Road Vehicle Loader,11,5,1,61.09
97135,Aircraft Loader,9,3,2,61.09
97140,Boat Loader (Liquids and Gases),9,3,2,61.09
97145,Warehouse Porter,11,5,1,56.66
97150,Hand Packer,11,5,1,51.18
97152,"Packer, Hand or Machine",11,5,1,61.24
97155,Machine Packer,9,3,1,45.86
97160,Machine Labeller,,,,
97170,BalePress Operator,,,,
97190,Other Dockers and Freight Handlers,11,5,1,53.88
97200,Riggers and Cable Splicers,,,,
97205,"Hoisting Equipment Rigger, General",7,3,2,51.18
97210,"Rope and Cable Splicer, General",,,,
97220,Hoisting Equipment Rigger (Construction),,,,
97230,Ship Rigger,7,3,2,45.86
97240,Aircraft Rigger,,,,
97250,Oil and Gas WellDrilling Rigger,,,,
97260,Suspension Bridge Cable Worker,,,,
97290,Other Riggers and Cable Splicers,,,,
97300,Crane and Hoist Operators,,,,
97315,"Crane Driver (Bridge or Gantry Crane, JibCrane, TowerCrane or Mobile Crane)",9,3,2,60.61
97320,Bridge or GantryCrane Operator,,,,
97325,Stationary JibCrane Operator,,,,
97327,TowerCrane Operator,,,,
97330,MobileCrane Operator,,,,
97335,Hoist Operator (Construction),,,,
97340,Hoist Operator (Mine),,,,
97345,Mine Cageman,,,,
97350,Winch Operator,,,,
97355,OpeningBridge Operator,9,3,2,56.2
97390,Other Crane and Hoist Operators,9,3,2,45.86
97400,"Excavator, Specialisation Unknown",9,3,1,45.86
97415,Exacavator (Hand Tools),11,5,1,54.34
97420,ExcavatingMachine Operator,9,3,1,45.86
97425,TrenchDiggingMachine Operator,9,3,2,45.86
97430,Bulldozer Operator,,,,
97435,Dredge Operator,9,3,2,51.18
97440,PileDriver Operator,9,3,2,45.86
97445,RoadGrader and Scraper Operator,,,,
97450,RoadRoller Operator,9,3,2,51.18
97455,Concrete PavingMachine Operator,,,,
97460,TarSpreading Machine Operator,9,3,2,51.18
97470,ConcreteMixer Operator,9,3,1,45.86
97475,ConcreteMixingPlant Operator,,,,
97490,Other EarthMoving and Related Machinery Operators,9,3,2,45.86
97900,"Material Handling Equipment Operator Not Elsewhere Classified, Specialisation Unknown",,,,
97920,LiftingTruck Operator,9,3,2,51.18
97930,Dumper Driver,9,3,2,51.18
97940,ShuttleCar Operator (Mine),,,,
97950,TimberCarrier Driver,,,,
97990,Other Material Handling Equipment Operators,9,3,1,51.18
98000,Transport Equipment Operators,9,3,1,54
98100,"Shipsâ€™ Deck Ratings, Barge Crews and Boatmen",11,5,1,65.08
98120,Boatswain,6,2,1,59.72
98130,Able Seaman,,,,
98135,"Seaman, Able or Ordinary",11,5,1,52.91
98140,Ordinary Seaman,11,5,1,52.91
98190,"Other Shipsâ€™ Deck Ratings, Barge Crews and Boatmen",11,5,2,45.97
98200,Shipsâ€™ EngineRoom Ratings,,,,
98220,Ship's Fireman,9,3,2,61.58
98230,Ship's Oiler and Greaser,9,3,2,52.97
98290,Other Ship's EngineRoom Ratings,11,5,2,54
98300,Railway EngineDrivers and Firemen,,,,
98320,Railway Engine Driver,7,3,2,61.13
98330,Railway SteamEngine Fireman,7,3,2,53.79
98340,Assistant Railway Engine Driver,7,3,2,62.84
98350,Underground or Elevated Train Driver,,,,
98360,EngineDriver (Mine and Quarry),,,,
98390,Other Railway EngineDrives and Firemen,,,,
98400,"Railway Brakemen, Signalmen and Shunters",,,,
98420,Railway Brakeman (Freight Train),9,3,2,57.65
98430,Railway Signaller,9,3,2,59.77
98440,Railway Shunter,9,3,3,59.41
98450,Mine and Quarry Brakeman,,,,
98500,MotorVehicle Drivers,9,3,2,61.09
98520,Tram Driver,9,3,2,54
98530,Taxi Driver,9,3,2,72.66
98540,Motor Bus Driver,9,3,2,59.36
98550,Lorry and Van Driver (Local Transport),9,3,2,57.9
98555,Lorry and Van Driver (Local or LongDistance Transport),9,3,2,51.22
98560,Lorry and Van Driver (LongDistance Transport),,,,
98570,MotorCyclist,,,,
98590,Other MotorVehicle Drivers,9,3,2,62.84
98600,"Animal or AnimalDrawn Vehicle Driver, Specialisation Unknown",9,3,2,63.34
98620,AnimalDrawn Vehicle Driver (Road),9,3,2,52.99
98630,AnimalDrawn Vehicle Driver (Mine and Quarry),9,3,2,54
98690,Other Animal and AnimalDrawn Vehicle Drivers,9,3,2,50.77
98900,Transport Equipment Operators Not Elsewhere Classified,,,,
98920,"Dockmaster, DryDock",,,,
98930,Lock Operator (Canal or Port),5,2,1,54.88
98940,LighthouseMan,5,2,1,58
98950,PedalVehicle Driver,9,3,1,52.91
98990,Other Transport Equipment Operators,11,5,1,53.99
99900,"Worker, No Further Information",13,5,1,41.65
99910,Labourer,11,5,1,57.34
99920,DayLabourer,13,5,1,44.04
99930,Factory Worker,11,5,1,55.31
99999,Unspecified worktitle or several titles,,,,
